pctchg,month,ifim_site,hab_chg,custom_taxachg,custom_tag,custom_huc_unit,custom_huc,huc8_taxachg,huc8_tag,huc8
40,Apr,Plains Mill,35.08714514,-10.05465715,bpj-huc6bp-rcc,huc8,2070006,-7.595239365,bpj-huc6bp-rcc,2070006
40,Apr,North Anna Piedmont,4.735050075,-7.595239365,bpj_530_icthy,huc10,208010608,-4.700678,bpj-huc6bp-rcc,2080106
40,Apr,North Anna Fall Zone,-0.246754727,-10.05465715,bpj_530_icthy,huc10,208010608,-4.671129375,bpj-huc6bp-rcc,2080106
40,Apr,North Anna Coastal Plain,6.385347867,-7.595239365,bpj_530_icthy,huc10,208010608,-4.680271136,bpj-huc6bp-rcc,2080106
40,Apr,Craig,21.50265115,-7.595239365,bpj_530_icthy,huc10,208020112,-3.084142952,bpj-huc6bp-rcc,2080201
40,May,Dunlap,2.637720256,-8.514750485,bpj_q50,huc10,208020103,-2.918308503,bpj-huc6bp-rcc,2080201
40,May,Plains Mill,28.53615146,-8.514750485,bpj-huc6bp-rcc,huc8,2070006,-7.464060595,bpj-huc6bp-rcc,2070006
40,May,North Anna Piedmont,4.262787908,-7.464060595,bpj_530_icthy,huc10,208010608,-4.544540466,bpj-huc6bp-rcc,2080106
40,May,North Anna Fall Zone,-1.869248845,-8.514750485,bpj_530_icthy,huc10,208010608,-4.516916444,bpj-huc6bp-rcc,2080106
40,May,North Anna Coastal Plain,4.849946828,-7.464060595,bpj_530_icthy,huc10,208010608,-4.525464003,bpj-huc6bp-rcc,2080106
40,May,Craig,16.26974094,-7.464060595,bpj_530_icthy,huc10,208020112,-2.797793901,bpj-huc6bp-rcc,2080201
40,Jun,Dunlap,-9.25535717,-8.500319708,bpj_q50,huc10,208020103,-2.754585761,bpj-huc6bp-rcc,2080201
40,Jun,Plains Mill,-9.528485459,-8.500319708,bpj-huc6bp-rcc,huc8,2070006,-6.766498119,bpj-huc6bp-rcc,2070006
40,Jun,North Anna Piedmont,-7.066752346,-6.766498119,bpj_530_icthy,huc10,208010608,-3.581696766,bpj-huc6bp-rcc,2080106
40,Jun,North Anna Fall Zone,-21.57706147,-8.500319708,bpj_530_icthy,huc10,208010608,-3.564515931,bpj-huc6bp-rcc,2080106
40,Jun,North Anna Coastal Plain,-16.12966842,-6.766498119,bpj_530_icthy,huc10,208010608,-3.569836841,bpj-huc6bp-rcc,2080106
40,Jun,Craig,-1.990695371,-6.766498119,bpj_530_icthy,huc10,208020112,-2.646964717,bpj-huc6bp-rcc,2080201
40,Jul,Dunlap,-21.7812069,-8.623981944,bpj_q50,huc10,208020103,-3.084896817,bpj-huc6bp-rcc,2080201
40,Jul,Plains Mill,-25.41220987,-6.37077987,bpj-huc6bp-rcc,huc8,2070006,-6.37077987,bpj-huc6bp-rcc,2070006
40,Jul,North Anna Piedmont,-7.453286381,-5.449577358,bpj_530_icthy,huc10,208010608,-3.55814098,bpj-huc6bp-rcc,2080106
40,Jul,North Anna Fall Zone,-24.83076483,-5.409903247,bpj_530_icthy,huc10,208010608,-3.541184854,bpj-huc6bp-rcc,2080106
40,Jul,North Anna Coastal Plain,-27.77619586,-5.42216915,bpj_530_icthy,huc10,208010608,-3.546436286,bpj-huc6bp-rcc,2080106
40,Jul,Craig,-3.702618293,-5.371786491,bpj_530_icthy,huc10,208020112,-2.95054734,bpj-huc6bp-rcc,2080201
40,Aug,Dunlap,-24.39507274,-8.569448946,bpj_q50,huc10,208020103,-2.78465958,bpj-huc6bp-rcc,2080201
40,Aug,Plains Mill,-24.27789339,-6.105900983,bpj-huc6bp-rcc,huc8,2070006,-6.105900983,bpj-huc6bp-rcc,2070006
40,Aug,North Anna Piedmont,-12.09947087,-5.070529961,bpj_530_icthy,huc10,208010608,-3.977075986,bpj-huc6bp-rcc,2080106
40,Aug,North Anna Fall Zone,-27.24036475,-5.036165603,bpj_530_icthy,huc10,208010608,-3.955903859,bpj-huc6bp-rcc,2080106
40,Aug,North Anna Coastal Plain,-29.92829901,-5.046793627,bpj_530_icthy,huc10,208010608,-3.962458478,bpj-huc6bp-rcc,2080106
40,Aug,Craig,-7.245451096,-5.121873291,bpj_530_icthy,huc10,208020112,-2.674722647,bpj-huc6bp-rcc,2080201
40,Sep,Dunlap,-25.89738119,-8.981302866,bpj_q50,huc10,208020103,-2.711571393,bpj-huc6bp-rcc,2080201
40,Sep,Plains Mill,-24.58859842,-5.868138098,bpj-huc6bp-rcc,huc8,2070006,-5.868138098,bpj-huc6bp-rcc,2070006
40,Sep,North Anna Piedmont,-13.99767309,-5.039796265,bpj_530_icthy,huc10,208010608,-3.784527733,bpj-huc6bp-rcc,2080106
40,Sep,North Anna Fall Zone,-28.69116961,-5.005845831,bpj_530_icthy,huc10,208010608,-3.765351114,bpj-huc6bp-rcc,2080106
40,Sep,North Anna Coastal Plain,-29.92829901,-5.016346136,bpj_530_icthy,huc10,208010608,-3.771289005,bpj-huc6bp-rcc,2080106
40,Sep,Craig,-11.30981441,-4.915792228,bpj_530_icthy,huc10,208020112,-2.607221565,bpj-huc6bp-rcc,2080201
40,Oct,Dunlap,-24.01396082,-9.57935784,bpj_q50,huc10,208020103,-1.961946839,bpj-huc6bp-rcc,2080201
40,Oct,Plains Mill,-24.11218243,-9.57935784,bpj-huc6bp-rcc,huc8,2070006,-5.048787179,bpj-huc6bp-rcc,2070006
40,Oct,North Anna Piedmont,-12.09947087,-5.048787179,bpj_530_icthy,huc10,208010608,-3.111798041,bpj-huc6bp-rcc,2080106
40,Oct,North Anna Fall Zone,-27.24036475,-9.57935784,bpj_530_icthy,huc10,208010608,-3.098821384,bpj-huc6bp-rcc,2080106
40,Oct,North Anna Coastal Plain,-28.93988768,-5.048787179,bpj_530_icthy,huc10,208010608,-3.102842006,bpj-huc6bp-rcc,2080106
40,Oct,Craig,-6.139331711,-5.048787179,bpj_530_icthy,huc10,208020112,-1.906730291,bpj-huc6bp-rcc,2080201
40,Nov,Dunlap,-17.12450818,-9.623973293,bpj_q50,huc10,208020103,-2.38757356,bpj-huc6bp-rcc,2080201
40,Nov,Plains Mill,-20.96172216,-9.623973293,bpj-huc6bp-rcc,huc8,2070006,-6.258845409,bpj-huc6bp-rcc,2070006
40,Nov,North Anna Piedmont,-11.02912501,-6.258845409,bpj_530_icthy,huc10,208010608,-3.372187858,bpj-huc6bp-rcc,2080106
40,Nov,North Anna Fall Zone,-26.53047511,-9.623973293,bpj_530_icthy,huc10,208010608,-3.356953926,bpj-huc6bp-rcc,2080106
40,Nov,North Anna Coastal Plain,-26.02976957,-6.258845409,bpj_530_icthy,huc10,208010608,-3.361672793,bpj-huc6bp-rcc,2080106
40,Nov,Craig,-3.556658793,-6.258845409,bpj_530_icthy,huc10,208020112,-2.306297103,bpj-huc6bp-rcc,2080201
40,Dec,Dunlap,-3.190773238,-10.09453744,bpj_q50,huc10,208020103,-2.774072969,bpj-huc6bp-rcc,2080201
40,Dec,Plains Mill,5.098294881,-10.09453744,bpj-huc6bp-rcc,huc8,2070006,-7.518351248,bpj-huc6bp-rcc,2070006
40,Dec,North Anna Piedmont,-0.552827486,-7.518351248,bpj_530_icthy,huc10,208010608,-4.79402735,bpj-huc6bp-rcc,2080106
40,Dec,North Anna Fall Zone,-15.82023374,-10.09453744,bpj_530_icthy,huc10,208010608,-4.763297313,bpj-huc6bp-rcc,2080106
40,Dec,North Anna Coastal Plain,3.24048683,-7.518351248,bpj_530_icthy,huc10,208010608,-4.77280376,bpj-huc6bp-rcc,2080106
40,Dec,Craig,10.10714768,-7.518351248,bpj_530_icthy,huc10,208020112,-2.664953977,bpj-huc6bp-rcc,2080201
50,MAF,Dunlap,-11.26825673,-12.5772592,bpj_q50,huc10,208020103,-3.87389484,bpj-huc6bp-rcc,2080201
50,MAF,Plains Mill,-0.868503515,-9.81852364,bpj-huc6bp-rcc,huc8,2070006,-9.81852364,bpj-huc6bp-rcc,2070006
50,MAF,North Anna Piedmont,-9.960557658,-8.227567627,bpj_530_icthy,huc10,208010608,-6.146096336,bpj-huc6bp-rcc,2080106
50,MAF,North Anna Fall Zone,-30.62949837,-8.160976604,bpj_530_icthy,huc10,208010608,-6.108860452,bpj-huc6bp-rcc,2080106
50,MAF,North Anna Coastal Plain,-34.47804675,-8.181552655,bpj_530_icthy,huc10,208010608,-6.120382321,bpj-huc6bp-rcc,2080106
50,MAF,Craig,-2.994563818,-7.704285767,bpj_530_icthy,huc10,208020112,-3.717252261,bpj-huc6bp-rcc,2080201
50,Jan,Dunlap,0.870429751,-16.92894545,bpj_q50,huc10,208020103,-4.464658419,bpj-huc6bp-rcc,2080201
50,Jan,Plains Mill,17.08635099,-16.92894545,bpj-huc6bp-rcc,huc8,2070006,-11.78593405,bpj-huc6bp-rcc,2070006
50,Jan,North Anna Piedmont,4.83393357,-11.78593405,bpj_530_icthy,huc10,208010608,-7.34481752,bpj-huc6bp-rcc,2080106
50,Jan,North Anna Fall Zone,-3.798970132,-16.92894545,bpj_530_icthy,huc10,208010608,-7.291703144,bpj-huc6bp-rcc,2080106
50,Jan,North Anna Coastal Plain,6.591622681,-11.78593405,bpj_530_icthy,huc10,208010608,-7.308124881,bpj-huc6bp-rcc,2080106
50,Jan,Craig,22.91427704,-11.78593405,bpj_530_icthy,huc10,208020112,-4.257872549,bpj-huc6bp-rcc,2080201
50,Feb,Dunlap,4.294688488,-25.07627785,bpj_q50,huc10,208020103,-5.182492859,bpj-huc6bp-rcc,2080201
50,Feb,Plains Mill,33.52919177,-25.07627785,bpj-huc6bp-rcc,huc8,2070006,-15.46884267,bpj-huc6bp-rcc,2070006
50,Feb,North Anna Piedmont,5.627794168,-15.46884267,bpj_530_icthy,huc10,208010608,-8.462890242,bpj-huc6bp-rcc,2080106
50,Feb,North Anna Fall Zone,-1.867514266,-25.07627785,bpj_530_icthy,huc10,208010608,-8.392451814,bpj-huc6bp-rcc,2080106
50,Feb,North Anna Coastal Plain,7.749467915,-15.46884267,bpj_530_icthy,huc10,208010608,-8.414213199,bpj-huc6bp-rcc,2080106
50,Feb,Craig,28.31208758,-15.46884267,bpj_530_icthy,huc10,208020112,-4.905926282,bpj-huc6bp-rcc,2080201
50,Mar,Dunlap,14.18845874,-20.15102955,bpj_q50,huc10,208020103,-4.623825853,bpj-huc6bp-rcc,2080201
50,Mar,Plains Mill,65.31941614,-20.15102955,bpj-huc6bp-rcc,huc8,2070006,-15.40498605,bpj-huc6bp-rcc,2070006
50,Mar,North Anna Piedmont,7.232265313,-15.40498605,bpj_530_icthy,huc10,208010608,-8.203448895,bpj-huc6bp-rcc,2080106
50,Mar,North Anna Fall Zone,2.806088563,-20.15102955,bpj_530_icthy,huc10,208010608,-8.137246146,bpj-huc6bp-rcc,2080106
50,Mar,North Anna Coastal Plain,10.43928878,-15.40498605,bpj_530_icthy,huc10,208010608,-8.157702559,bpj-huc6bp-rcc,2080106
50,Mar,Craig,31.85285419,-15.40498605,bpj_530_icthy,huc10,208020112,-4.402398735,bpj-huc6bp-rcc,2080201
50,Apr,Dunlap,1.911280115,-13.64331962,bpj_q50,huc10,208020103,-4.384515869,bpj-huc6bp-rcc,2080201
50,Apr,Plains Mill,52.43303212,-13.64331962,bpj-huc6bp-rcc,huc8,2070006,-10.30609763,bpj-huc6bp-rcc,2070006
50,Apr,North Anna Piedmont,5.406895004,-10.30609763,bpj_530_icthy,huc10,208010608,-6.378422598,bpj-huc6bp-rcc,2080106
50,Apr,North Anna Fall Zone,-2.805906511,-13.64331962,bpj_530_icthy,huc10,208010608,-6.338327612,bpj-huc6bp-rcc,2080106
50,Apr,North Anna Coastal Plain,7.110428321,-10.30609763,bpj_530_icthy,huc10,208010608,-6.350732209,bpj-huc6bp-rcc,2080106
50,Apr,Craig,27.59722316,-10.30609763,bpj_530_icthy,huc10,208020112,-4.184921218,bpj-huc6bp-rcc,2080201
50,May,Dunlap,1.353371695,-11.55379648,bpj_q50,huc10,208020103,-3.959897892,bpj-huc6bp-rcc,2080201
50,May,Plains Mill,29.26410512,-11.55379648,bpj-huc6bp-rcc,huc8,2070006,-10.12809913,bpj-huc6bp-rcc,2070006
50,May,North Anna Piedmont,4.565104586,-10.12809913,bpj_530_icthy,huc10,208010608,-6.166557166,bpj-huc6bp-rcc,2080106
50,May,North Anna Fall Zone,-4.491689406,-11.55379648,bpj_530_icthy,huc10,208010608,-6.129073704,bpj-huc6bp-rcc,2080106
50,May,North Anna Coastal Plain,4.940633424,-10.12809913,bpj_530_icthy,huc10,208010608,-6.140672019,bpj-huc6bp-rcc,2080106
50,May,Craig,19.49277918,-10.12809913,bpj_530_icthy,huc10,208020112,-3.796369767,bpj-huc6bp-rcc,2080201
50,Jun,Dunlap,-15.59842324,-11.53421513,bpj_q50,huc10,208020103,-3.737739975,bpj-huc6bp-rcc,2080201
50,Jun,Plains Mill,-16.01366071,-11.53421513,bpj-huc6bp-rcc,huc8,2070006,-9.181565833,bpj-huc6bp-rcc,2070006
50,Jun,North Anna Piedmont,-9.367231483,-9.181565833,bpj_530_icthy,huc10,208010608,-4.860059675,bpj-huc6bp-rcc,2080106
50,Jun,North Anna Fall Zone,-29.90157279,-11.53421513,bpj_530_icthy,huc10,208010608,-4.836746735,bpj-huc6bp-rcc,2080106
50,Jun,North Anna Coastal Plain,-28.29821538,-9.181565833,bpj_530_icthy,huc10,208010608,-4.843966759,bpj-huc6bp-rcc,2080106
50,Jun,Craig,-3.171718552,-9.181565833,bpj_530_icthy,huc10,208020112,-3.591707317,bpj-huc6bp-rcc,2080201
50,Jul,Dunlap,-29.2212363,-11.70201433,bpj_q50,huc10,208020103,-4.18594415,bpj-huc6bp-rcc,2080201
50,Jul,Plains Mill,-33.97237501,-8.644609627,bpj-huc6bp-rcc,huc8,2070006,-8.644609627,bpj-huc6bp-rcc,2070006
50,Jul,North Anna Piedmont,-17.88067273,-7.394615707,bpj_530_icthy,huc10,208010608,-4.828096465,bpj-huc6bp-rcc,2080106
50,Jul,North Anna Fall Zone,-34.99412728,-7.340781293,bpj_530_icthy,huc10,208010608,-4.805088436,bpj-huc6bp-rcc,2080106
50,Jul,North Anna Coastal Plain,-38.22612498,-7.357425086,bpj_530_icthy,huc10,208010608,-4.812214185,bpj-huc6bp-rcc,2080106
50,Jul,Craig,-6.62715303,-7.289060078,bpj_530_icthy,huc10,208020112,-4.003643269,bpj-huc6bp-rcc,2080201
50,Aug,Dunlap,-32.46221763,-11.62801766,bpj_q50,huc10,208020103,-3.778547604,bpj-huc6bp-rcc,2080201
50,Aug,Plains Mill,-32.57919674,-8.285191373,bpj-huc6bp-rcc,huc8,2070006,-8.285191373,bpj-huc6bp-rcc,2070006
50,Aug,North Anna Piedmont,-22.27256717,-6.880280438,bpj_530_icthy,huc10,208010608,-5.396555847,bpj-huc6bp-rcc,2080106
50,Aug,North Anna Fall Zone,-37.80660218,-6.83365091,bpj_530_icthy,huc10,208010608,-5.367827061,bpj-huc6bp-rcc,2080106
50,Aug,North Anna Coastal Plain,-39.93448032,-6.848072239,bpj_530_icthy,huc10,208010608,-5.376721124,bpj-huc6bp-rcc,2080106
50,Aug,Craig,-12.16362501,-6.949948996,bpj_530_icthy,huc10,208020112,-3.629372481,bpj-huc6bp-rcc,2080201
50,Sep,Dunlap,-33.25219917,-12.18686861,bpj_q50,huc10,208020103,-3.679373113,bpj-huc6bp-rcc,2080201
50,Sep,Plains Mill,-32.92765832,-7.962567241,bpj-huc6bp-rcc,huc8,2070006,-7.962567241,bpj-huc6bp-rcc,2070006
50,Sep,North Anna Piedmont,-23.82307909,-6.838577411,bpj_530_icthy,huc10,208010608,-5.135284148,bpj-huc6bp-rcc,2080106
50,Sep,North Anna Fall Zone,-38.9886377,-6.792509542,bpj_530_icthy,huc10,208010608,-5.109263096,bpj-huc6bp-rcc,2080106
50,Sep,North Anna Coastal Plain,-40.16399695,-6.806757569,bpj_530_icthy,huc10,208010608,-5.117320313,bpj-huc6bp-rcc,2080106
50,Sep,Craig,-18.62911348,-6.670314418,bpj_530_icthy,huc10,208020112,-3.537779221,bpj-huc6bp-rcc,2080201
50,Oct,Dunlap,-32.15879593,-12.99837864,bpj_q50,huc10,208020103,-2.662195975,bpj-huc6bp-rcc,2080201
50,Oct,Plains Mill,-31.87381085,-12.99837864,bpj-huc6bp-rcc,huc8,2070006,-6.850777322,bpj-huc6bp-rcc,2070006
50,Oct,North Anna Piedmont,-22.27256717,-6.850777322,bpj_530_icthy,huc10,208010608,-4.222446836,bpj-huc6bp-rcc,2080106
50,Oct,North Anna Fall Zone,-37.80660218,-12.99837864,bpj_530_icthy,huc10,208010608,-4.20483861,bpj-huc6bp-rcc,2080106
50,Oct,North Anna Coastal Plain,-39.27594383,-6.850777322,bpj_530_icthy,huc10,208010608,-4.210294253,bpj-huc6bp-rcc,2080106
50,Oct,Craig,-10.67964048,-6.850777322,bpj_530_icthy,huc10,208020112,-2.587271788,bpj-huc6bp-rcc,2080201
50,Nov,Dunlap,-24.99296983,-13.05891804,bpj_q50,huc10,208020103,-3.239735449,bpj-huc6bp-rcc,2080201
50,Nov,Plains Mill,-28.95099262,-13.05891804,bpj-huc6bp-rcc,huc8,2070006,-8.492724028,bpj-huc6bp-rcc,2070006
50,Nov,North Anna Piedmont,-21.38930471,-8.492724028,bpj_530_icthy,huc10,208010608,-4.575773801,bpj-huc6bp-rcc,2080106
50,Nov,North Anna Fall Zone,-37.22816606,-13.05891804,bpj_530_icthy,huc10,208010608,-4.555102643,bpj-huc6bp-rcc,2080106
50,Nov,North Anna Coastal Plain,-35.90086658,-8.492724028,bpj_530_icthy,huc10,208010608,-4.561505747,bpj-huc6bp-rcc,2080106
50,Nov,Craig,-6.984843687,-8.492724028,bpj_530_icthy,huc10,208020112,-3.129450169,bpj-huc6bp-rcc,2080201
50,Dec,Dunlap,-5.722853327,-13.6974338,bpj_q50,huc10,208020103,-3.764182468,bpj-huc6bp-rcc,2080201
50,Dec,Plains Mill,6.355577097,-13.6974338,bpj-huc6bp-rcc,huc8,2070006,-10.20176696,bpj-huc6bp-rcc,2070006
50,Dec,North Anna Piedmont,-6.098746699,-10.20176696,bpj_530_icthy,huc10,208010608,-6.505089773,bpj-huc6bp-rcc,2080106
50,Dec,North Anna Fall Zone,-22.07344817,-13.6974338,bpj_530_icthy,huc10,208010608,-6.463391712,bpj-huc6bp-rcc,2080106
50,Dec,North Anna Coastal Plain,0.509664748,-10.20176696,bpj_530_icthy,huc10,208010608,-6.476291156,bpj-huc6bp-rcc,2080106
50,Dec,Craig,11.06795798,-10.20176696,bpj_530_icthy,huc10,208020112,-3.616117222,bpj-huc6bp-rcc,2080201
